target_voltage_V,actual_voltage_V,solution_level,absolute_error_V
2.7,2.7300358714397883,1,0.030035871439788142
3.3,3.4753514523118687,3,0.17535145231186888
3.7,3.6661830383191587,4,0.03381696168084147
4.0,3.863233186598661,5,0.1367668134013389
4.3,4.278166510325832,6,0.021833489674167872
