target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,0.9485487583990521,3,0.05145124160094794
0.25,0.8,0.9220758722727607,2,0.12207587227276062
0.5,0.6,0.9220758722727607,2,0.3220758722727607
0.75,0.3999999999999999,0.21760075542431848,1,0.18239924457568144
1.0,0.19999999999999996,0.21760075542431848,1,0.01760075542431852
