target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000002,1,2.220446049250313E-16
0.25,0.8,0.8078704226775535,2,0.007870422677553446
0.5,0.6,0.6157408453552397,3,0.015740845355239674
0.75,0.3999999999999999,0.4236112680328551,5,0.02361126803285518
1.0,0.19999999999999996,0.2841003490069397,6,0.08410034900693975
