% Model,FULLCELL_NFM_charge_1C_positive_kinetics_high.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:37"
% Dimension,3
% Nodes,11
% Expressions,30
% Description,"因变量 cPos, 因变量 cNeg, 因变量 cPos, von Mises 应力, "
% Length unit,m
% X,Y,Z,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=0,xPos (1) @ t=0,cPos (mol/m^3) @ t=0,solid.mises (MPa) @ t=0,epsilonChemPos (1) @ t=0,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=953.33,xPos (1) @ t=953.33,cPos (mol/m^3) @ t=953.33,solid.mises (MPa) @ t=953.33,epsilonChemPos (1) @ t=953.33,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=1906.7,xPos (1) @ t=1906.7,cPos (mol/m^3) @ t=1906.7,solid.mises (MPa) @ t=1906.7,epsilonChemPos (1) @ t=1906.7,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2383.3,xPos (1) @ t=2383.3,cPos (mol/m^3) @ t=2383.3,solid.mises (MPa) @ t=2383.3,epsilonChemPos (1) @ t=2383.3,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2860,xPos (1) @ t=2860,cPos (mol/m^3) @ t=2860,solid.mises (MPa) @ t=2860,epsilonChemPos (1) @ t=2860,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=3552.2,xPos (1) @ t=3552.2,cPos (mol/m^3) @ t=3552.2,solid.mises (MPa) @ t=3552.2,epsilonChemPos (1) @ t=3552.2
1.662207393707192E-5,4.5E-6,4.5E-6,0.6851795433059145,1,40976.22478386166,1.1228389354434808E-28,-7.787292189966246E-19,0.6851795433059145,0.8081577684439524,33115.25438058342,0.9584328580262104,-0.0023021067786725717,0.6851795433059145,0.6160015868976201,25241.419491932378,0.9580778547755613,-0.00460798095722856,0.6851795433059145,0.5199361706250032,21305.021400790385,0.9580852341682777,-0.005760765952499961,0.6851795433059145,0.4238702989159586,17368.604647582957,0.9580946655794714,-0.006913556413008496,0.6851795433059145,0.28435934805446517,11651.97256527212,0.9580888030272403,-0.008587687823346419
1.75E-5,4.5E-6,4.5E-6,0.9999999999999994,1.0000000000000007,40976.2247838617,4.238445572854837E-43,7.993605777301094E-18,0.9999999999999994,0.8071532815334189,33074.094299144956,2.02477187678128,-0.002314160621598973,0.9999999999999994,0.6149799817820629,25199.557971076967,2.029264296817908,-0.004620240218615245,0.9999999999999994,0.5189142354790788,21263.146356536457,2.0293479660700537,-0.005773029174251054,0.9999999999999994,0.42284774275278636,17326.704156386688,2.02950297704676,-0.006925827086966564,0.9999999999999994,0.283336683220452,11610.067621155049,2.0295071684039807,-0.008599959801354575
1.6174781526103813E-5,4.5E-6,4.5E-6,0.4956512155023368,0.9999999999999987,40976.22478386162,1.2685368909164778E-29,-1.5302608404318303E-17,0.4956512155023368,0.8085519365825531,33131.40590283336,0.5423983268145859,-0.002297376761009363,0.4956512155023368,0.6164034030338579,25257.88440025264,0.5413238914084738,-0.004603159163593705,0.4956512155023368,0.5203381601522565,21321.493414019875,0.5413221968867437,-0.005755942078172922,0.4956512155023368,0.42427258902307996,17385.088977440682,0.5413162239066924,-0.006908728931723041,0.4956512155023368,0.2847616480669234,11668.45730101316,0.5413130690442128,-0.00858286022319692
1.6117812115520836E-5,4.5E-6,4.5E-6,0.4715119346672853,0.9999999999999987,40976.22478386162,0,-1.7152442687836015E-17,0.4715119346672853,0.8086021398186823,33133.46304192188,0.4876324113116123,-0.002296774322175811,0.4715119346672853,0.6164545803574227,25259.98145376687,0.4864428746095221,-0.004602545035710928,0.4715119346672853,0.5203893595597728,21323.59137245107,0.4864400339019289,-0.005755327685282725,0.4715119346672853,0.42432382671395974,17387.18850457958,0.48643218158810686,-0.006908114079432485,0.4715119346672853,0.2848128870193967,11670.556879847398,0.48642941193434847,-0.00858224535576724
1.611393168427778E-5,4.5E-6,4.5E-6,0.47002321018730503,0.9999999999999987,40976.22478386161,9.494116068302724E-31,-1.7267704071328425E-17,0.47002321018730503,0.8086053407438929,33133.59420375282,0.4845633983619665,-0.002296735911073285,0.47002321018730503,0.6164578476560791,25260.11533533105,0.48338832187964675,-0.004602505828127051,0.47002321018730503,0.5203926283559747,21323.725315379004,0.4833838034371487,-0.005755288459728302,0.47002321018730503,0.4243270981200565,17387.32255445116,0.48337367263586656,-0.006908074822559325,0.47002321018730503,0.28481615853273373,11670.69093411328,0.48337157026516175,-0.008582206097607195
1.5777782330652014E-5,4.5E-6,4.5E-6,0.3654522618306715,0.9999999999999989,40976.22478386163,0,-1.320520646478302E-17,0.3654522618306715,0.8087912400316618,33141.211654755585,0.2659721358886003,-0.0022945051196200596,0.3654522618306715,0.6166492335607059,25267.957607179498,0.2648737408787506,-0.00460020919727153,0.3654522618306715,0.5205841420758452,21331.572824613613,0.2648665174974158,-0.0057529902950898566,0.3654522618306715,0.424518832414584,17395.179102002498,0.26485229154334466,-0.0069057740110249925,0.3654522618306715,0.28500789902473733,11678.547735613789,0.2648505523075553,-0.008579905211703152
1.5856279307534507E-5,4.5E-6,4.5E-6,0.38783832910806787,0.9999999999999987,40976.22478386162,3.645453078343953E-29,-1.5568031810559163E-17,0.38783832910806787,0.8087534286082014,33139.66228536848,0.3132407157930992,-0.002294958856701584,0.38783832910806787,0.6166101522713315,25266.356203481257,0.3121128935443925,-0.004600678172744022,0.38783832910806787,0.5205450306733201,21329.970186992134,0.3121058082221505,-0.005753459631920158,0.38783832910806787,0.42447966930494946,17393.574345618876,0.3120916987326059,-0.006906243968340608,0.38783832910806787,0.2849687348743268,11676.942936583093,0.31208959668676306,-0.00858037518150808
1.5876831339649846E-5,4.5E-6,4.5E-6,0.3936994360180811,0.9999999999999987,40976.22478386162,4.5999034497669333E-29,-1.618666534675274E-17,0.3936994360180811,0.8087435288436481,33139.25663039084,0.32897853484939366,-0.0022950776538762235,0.3936994360180811,0.6165999200312348,25265.93692491101,0.32779393164962,-0.004600800959625182,0.3936994360180811,0.5205347905490161,21329.550585356832,0.3277853214932678,-0.005753582513411808,0.3936994360180811,0.42446941564272056,17393.154189250523,0.327769306889447,-0.0069063670122873535,0.3936994360180811,0.2849584809396024,11676.522769048908,0.3277686837408058,-0.008580498228724772
1.5253330899047078E-5,4.5E-6,4.5E-6,0.22341925950609215,0.999999999999999,40976.224783861624,1.5162951353536231E-27,-1.3385544280727632E-17,0.22341925950609215,0.8089205634163514,33146.510838836446,0.15718818248115402,-0.0022929532390037833,0.22341925950609215,0.6167869012728587,25273.598710298153,0.1567334023224031,-0.004598557184725696,0.22341925950609215,0.520722012899525,21337.222250475854,0.15672747113069463,-0.0057513358452056995,0.22341925950609215,0.4246570525745821,17400.84284234824,0.15671735836908174,-0.006904115369105016,0.22341925950609215,0.28514612889501945,11684.211873850312,0.15671477696368102,-0.008578246453259768
1.5063900571079208E-5,4.5E-6,4.5E-6,0.19158661697344484,0.9999999999999981,40976.22478386159,2.249399914756955E-27,-2.2497780190813282E-17,0.19158661697344484,0.8089285704421472,33146.8389365253,0.17387391212188136,-0.0022928571546942337,0.19158661697344484,0.6167978938842551,25274.049146013695,0.1737403261574426,-0.004598425273388939,0.19158661697344484,0.5207330776850038,21337.675643612816,0.1737363739317842,-0.005751203067779953,0.19158661697344484,0.42466824203902576,17401.301344358493,0.17373057336857756,-0.00690398109553169,0.19158661697344484,0.28515732255051535,11684.670547594065,0.17373012008854877,-0.008578112129393814
