target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000002,1,2.220446049250313E-16
0.25,0.8,0.8078704226775593,2,0.007870422677559219
0.5,0.6,0.6157408453552444,3,0.01574084535524445
0.75,0.3999999999999999,0.42361126803285903,5,0.023611268032859123
1.0,0.19999999999999996,0.2841003490069387,6,0.08410034900693875
