% Model,FULLCELL_NFM_charge_1C_mesh_fine.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:01"
% Dimension,3
% Nodes,46054
% Expressions,1
% Description,"因变量 cPos, 因变量 cNeg"
% Length unit,m
% X,Y,Z,solid.mises (Pa) @ t=1906.7
1.3558800572458623E-6,2.7E-6,2.4356287669676695E-6,NaN
1.9008645773742476E-6,2.438062233394018E-6,1.639382753208722E-6,NaN
1.1017291547484977E-6,2.1761244667880395E-6,1.276765506417446E-6,NaN
1.0992185929628102E-6,3.3370847121470574E-6,2.0967460120096285E-6,NaN
1.9008645773742476E-6,2.438062233394018E-6,1.639382753208722E-6,NaN
1.3558800572458623E-6,2.7E-6,2.4356287669676695E-6,NaN
1.1017291547484977E-6,2.1761244667880395E-6,1.276765506417446E-6,NaN
1.7495636737505809E-6,1.749563673750581E-6,2.435628766967562E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
1.7495636737505809E-6,1.749563673750581E-6,2.435628766967562E-6,NaN
1.1017291547484977E-6,2.1761244667880395E-6,1.276765506417446E-6,NaN
1.3558800572458623E-6,2.7E-6,2.4356287669676695E-6,NaN
1.3558800572458623E-6,2.7E-6,2.4356287669676695E-6,NaN
1.1555144214252498E-6,1.9277215663471982E-6,2.7827402070450883E-6,NaN
