time_s,cell_voltage_V,specific_capacity_mAh_g,average_positive_xNa,positive_desodiation_fraction,surface_positive_xNa,center_positive_xNa,surface_center_delta_xNa,maximum_von_mises_Pa,average_von_mises_Pa,stress_stddev_Pa,mass_balance_relative_error,negative_capacity_ratio,average_electrolyte_concentration_mol_m3,quantitative_ready
10615.283629594293,4.30747528973697,51.60207319941671,0.21557354167253603,0.9805330729093299,0.21528861243888558,0.21600091806970945,-7.123056308238618E-4,820280.1910257404,440418.3037473896,189257.22513324503,1.8490599135661444E-4,1.0147289972202618,1000.0086546650022,0.0
