target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000002,1,2.220446049250313E-16
0.25,0.8,0.8078704226777494,2,0.0078704226777494
0.5,0.6,0.6157408453553772,3,0.01574084535537723
0.75,0.3999999999999999,0.423611268033014,5,0.02361126803301411
1.0,0.19999999999999996,0.28363658285915017,6,0.08363658285915021
