% Model,FULLCELL_NFM_charge_1C_negative_kinetics_low.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:38"
% Dimension,3
% Nodes,11
% Expressions,30
% Description,"因变量 cPos, 因变量 cNeg, 因变量 cPos, von Mises 应力, "
% Length unit,m
% X,Y,Z,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=0,xPos (1) @ t=0,cPos (mol/m^3) @ t=0,solid.mises (MPa) @ t=0,epsilonChemPos (1) @ t=0,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=953.33,xPos (1) @ t=953.33,cPos (mol/m^3) @ t=953.33,solid.mises (MPa) @ t=953.33,epsilonChemPos (1) @ t=953.33,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=1906.7,xPos (1) @ t=1906.7,cPos (mol/m^3) @ t=1906.7,solid.mises (MPa) @ t=1906.7,epsilonChemPos (1) @ t=1906.7,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2383.3,xPos (1) @ t=2383.3,cPos (mol/m^3) @ t=2383.3,solid.mises (MPa) @ t=2383.3,epsilonChemPos (1) @ t=2383.3,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2860,xPos (1) @ t=2860,cPos (mol/m^3) @ t=2860,solid.mises (MPa) @ t=2860,epsilonChemPos (1) @ t=2860,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=3552.2,xPos (1) @ t=3552.2,cPos (mol/m^3) @ t=3552.2,solid.mises (MPa) @ t=3552.2,epsilonChemPos (1) @ t=3552.2
1.662207393707192E-5,4.5E-6,4.5E-6,0.6851795433059145,1.0000000000000009,40976.224783861704,8.128314709607105E-28,1.2169082282178458E-17,0.6851795433059145,0.8081577684439595,33115.25438058372,0.9584328580268774,-0.0023021067786724862,0.6851795433059145,0.6160015868976241,25241.41949193254,0.9580778547750826,-0.004607980957228512,0.6851795433059145,0.5199361706250073,21305.021400790552,0.9580852341689148,-0.005760765952499912,0.6851795433059145,0.4238702989159621,17368.6046475831,0.9580946655798807,-0.006913556413008454,0.6851795433059145,0.28435934805445306,11651.972565271626,0.9580888030262367,-0.008587687823346565
1.75E-5,4.5E-6,4.5E-6,0.9999999999999994,1.0000000000000002,40976.224783861675,3.0682423282817515E-42,2.6645352591004116E-18,0.9999999999999994,0.8071532815334252,33074.09429914522,2.024771876781936,-0.002314160621598897,0.9999999999999994,0.6149799817820667,25199.55797107712,2.029264296817005,-0.0046202402186152,0.9999999999999994,0.5189142354790827,21263.146356536618,2.0293479660707376,-0.005773029174251008,0.9999999999999994,0.42284774275278975,17326.704156386826,2.0295029770462425,-0.006925827086966524,0.9999999999999994,0.28333668322044037,11610.067621154572,2.0295071684018504,-0.008599959801354716
1.6174781526103813E-5,4.5E-6,4.5E-6,0.4956512155023368,0.9999999999999992,40976.22478386164,3.437373962519455E-28,-9.980264511879406E-18,0.4956512155023368,0.8085519365825602,33131.405902833656,0.5423983268151582,-0.0022973767610092767,0.4956512155023368,0.6164034030338619,25257.88440025281,0.5413238914085299,-0.004603159163593657,0.4956512155023368,0.5203381601522605,21321.49341402004,0.5413221968860389,-0.005755942078172874,0.4956512155023368,0.42427258902308346,17385.088977440828,0.5413162239062501,-0.0069087289317229985,0.4956512155023368,0.28476164806691096,11668.457301012653,0.5413130690441033,-0.008582860223197068
1.6117812115520836E-5,4.5E-6,4.5E-6,0.4715119346672853,0.9999999999999989,40976.22478386163,2.8399121614957563E-28,-1.2801316693212586E-17,0.4715119346672853,0.8086021398186897,33133.463041922165,0.4876324113118813,-0.0022967743221757255,0.4715119346672853,0.6164545803574268,25259.981453767035,0.4864428746100279,-0.004602545035710878,0.4715119346672853,0.5203893595597769,21323.591372451232,0.4864400339015005,-0.005755327685282678,0.4715119346672853,0.42432382671396324,17387.188504579724,0.4864321815879238,-0.0069081140794324414,0.4715119346672853,0.28481288701938434,11670.556879846888,0.48642941193361144,-0.00858224535576739
1.611393168427778E-5,4.5E-6,4.5E-6,0.47002321018730503,0.999999999999999,40976.22478386163,2.778084649931953E-28,-1.2969367773303279E-17,0.47002321018730503,0.8086053407439001,33133.594203753106,0.48456339836218953,-0.002296735911073199,0.47002321018730503,0.6164578476560832,25260.11533533122,0.4833883218802111,-0.004602505828127001,0.47002321018730503,0.5203926283559787,21323.725315379168,0.4833838034373119,-0.005755288459728256,0.47002321018730503,0.4243270981200599,17387.3225544513,0.48337367263614595,-0.006908074822559281,0.47002321018730503,0.28481615853272135,11670.69093411277,0.48337157026401445,-0.008582206097607344
1.5777782330652014E-5,4.5E-6,4.5E-6,0.3654522618306715,0.9999999999999989,40976.22478386163,0,-1.320520646478302E-17,0.3654522618306715,0.8087912400316688,33141.21165475588,0.2659721358890842,-0.0022945051196199737,0.3654522618306715,0.61664923356071,25267.95760717967,0.26487374087846094,-0.0046002091972714805,0.3654522618306715,0.5205841420758492,21331.572824613773,0.26486651749737794,-0.00575299029508981,0.3654522618306715,0.42451883241458743,17395.179102002636,0.264852291543321,-0.00690577401102495,0.3654522618306715,0.28500789902472484,11678.547735613272,0.26485055230775323,-0.008579905211703301
1.5856279307534507E-5,4.5E-6,4.5E-6,0.38783832910806787,0.9999999999999987,40976.224783861624,0,-1.491260365875624E-17,0.38783832910806787,0.8087534286082085,33139.66228536877,0.31324071579365953,-0.002294958856701498,0.38783832910806787,0.6166101522713358,25266.356203481428,0.3121128935438825,-0.004600678172743972,0.38783832910806787,0.520545030673324,21329.970186992294,0.3121058082218109,-0.005753459631920111,0.38783832910806787,0.42447966930495284,17393.574345619018,0.3120916987324681,-0.006906243968340565,0.38783832910806787,0.2849687348743142,11676.942936582578,0.3120895966867162,-0.00858037518150823
1.5876831339649846E-5,4.5E-6,4.5E-6,0.3936994360180811,0.9999999999999987,40976.224783861624,0,-1.5359633383438536E-17,0.3936994360180811,0.8087435288436551,33139.25663039113,0.3289785348499321,-0.002295077653876138,0.3936994360180811,0.616599920031239,25265.936924911177,0.3277939316492119,-0.004600800959625132,0.3936994360180811,0.52053479054902,21329.550585356996,0.3277853214930403,-0.005753582513411759,0.3936994360180811,0.424469415642724,17393.154189250665,0.32776930688984207,-0.006906367012287313,0.3936994360180811,0.28495848093958986,11676.522769048395,0.32776868374011703,-0.008580498228724922
1.5253330899047078E-5,4.5E-6,4.5E-6,0.22341925950609215,0.999999999999999,40976.224783861624,1.5162951353536231E-27,-1.3385544280727632E-17,0.22341925950609215,0.8089205634163587,33146.510838836744,0.15718818248100863,-0.002292953239003697,0.22341925950609215,0.6167869012728628,25273.598710298327,0.15673340232254784,-0.004598557184725647,0.22341925950609215,0.5207220128995292,21337.222250476025,0.1567274711305816,-0.005751335845205651,0.22341925950609215,0.4246570525745855,17400.84284234838,0.1567173583689318,-0.006904115369104975,0.22341925950609215,0.28514612889500673,11684.211873849788,0.15671477696331024,-0.00857824645325992
1.5063900571079208E-5,4.5E-6,4.5E-6,0.19158661697344484,0.9999999999999979,40976.22478386158,2.249399914756955E-27,-2.4582811090302403E-17,0.19158661697344484,0.8089285704421542,33146.838936525586,0.1738739121217317,-0.0022928571546941504,0.19158661697344484,0.6167978938842593,25274.049146013866,0.17374032615762575,-0.004598425273388888,0.19158661697344484,0.520733077685008,21337.675643612987,0.17373637393146385,-0.005751203067779904,0.19158661697344484,0.4246682420390292,17401.30134435863,0.17373057336900072,-0.0069039810955316494,0.19158661697344484,0.2851573225505026,11684.67054759354,0.17373012008809602,-0.008578112129393968
