time_s,cell_voltage_V,specific_capacity_mAh_g,average_positive_xNa,positive_desodiation_fraction,surface_positive_xNa,center_positive_xNa,surface_center_delta_xNa,maximum_von_mises_Pa,average_von_mises_Pa,stress_stddev_Pa,mass_balance_relative_error,negative_capacity_ratio,average_electrolyte_concentration_mol_m3,quantitative_ready
3552.400565897566,4.282068937448539,172.68613862002059,0.28256033828291416,0.8967995771463573,0.2821032616490609,0.2832459224571694,-0.0011426608081084866,603080.3755589228,323817.68093315244,139154.16415655744,2.405852040753846E-4,1.0168673850566228,1000.023569827725,0.0
