% Model,FULLCELL_NFM_cycle_1C_transition_smoke.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 14:47"
% Dimension,3
% Nodes,11
% Expressions,105
% Description,"因变量 cPos, 因变量 cNeg, 因变量 cPos, von Mises 应力, "
% Length unit,m
% X,Y,Z,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=0,xPos (1) @ t=0,cPos (mol/m^3) @ t=0,solid.mises (MPa) @ t=0,epsilonChemPos (1) @ t=0,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=1,xPos (1) @ t=1,cPos (mol/m^3) @ t=1,solid.mises (MPa) @ t=1,epsilonChemPos (1) @ t=1,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2,xPos (1) @ t=2,cPos (mol/m^3) @ t=2,solid.mises (MPa) @ t=2,epsilonChemPos (1) @ t=2,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=3,xPos (1) @ t=3,cPos (mol/m^3) @ t=3,solid.mises (MPa) @ t=3,epsilonChemPos (1) @ t=3,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=4,xPos (1) @ t=4,cPos (mol/m^3) @ t=4,solid.mises (MPa) @ t=4,epsilonChemPos (1) @ t=4,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=5,xPos (1) @ t=5,cPos (mol/m^3) @ t=5,solid.mises (MPa) @ t=5,epsilonChemPos (1) @ t=5,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=6,xPos (1) @ t=6,cPos (mol/m^3) @ t=6,solid.mises (MPa) @ t=6,epsilonChemPos (1) @ t=6,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=7,xPos (1) @ t=7,cPos (mol/m^3) @ t=7,solid.mises (MPa) @ t=7,epsilonChemPos (1) @ t=7,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=8,xPos (1) @ t=8,cPos (mol/m^3) @ t=8,solid.mises (MPa) @ t=8,epsilonChemPos (1) @ t=8,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=9,xPos (1) @ t=9,cPos (mol/m^3) @ t=9,solid.mises (MPa) @ t=9,epsilonChemPos (1) @ t=9,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=10,xPos (1) @ t=10,cPos (mol/m^3) @ t=10,solid.mises (MPa) @ t=10,epsilonChemPos (1) @ t=10,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=11,xPos (1) @ t=11,cPos (mol/m^3) @ t=11,solid.mises (MPa) @ t=11,epsilonChemPos (1) @ t=11,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=12,xPos (1) @ t=12,cPos (mol/m^3) @ t=12,solid.mises (MPa) @ t=12,epsilonChemPos (1) @ t=12,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=13,xPos (1) @ t=13,cPos (mol/m^3) @ t=13,solid.mises (MPa) @ t=13,epsilonChemPos (1) @ t=13,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=14,xPos (1) @ t=14,cPos (mol/m^3) @ t=14,solid.mises (MPa) @ t=14,epsilonChemPos (1) @ t=14,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=15,xPos (1) @ t=15,cPos (mol/m^3) @ t=15,solid.mises (MPa) @ t=15,epsilonChemPos (1) @ t=15,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=16,xPos (1) @ t=16,cPos (mol/m^3) @ t=16,solid.mises (MPa) @ t=16,epsilonChemPos (1) @ t=16,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=17,xPos (1) @ t=17,cPos (mol/m^3) @ t=17,solid.mises (MPa) @ t=17,epsilonChemPos (1) @ t=17,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=18,xPos (1) @ t=18,cPos (mol/m^3) @ t=18,solid.mises (MPa) @ t=18,epsilonChemPos (1) @ t=18,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=19,xPos (1) @ t=19,cPos (mol/m^3) @ t=19,solid.mises (MPa) @ t=19,epsilonChemPos (1) @ t=19,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=20,xPos (1) @ t=20,cPos (mol/m^3) @ t=20,solid.mises (MPa) @ t=20,epsilonChemPos (1) @ t=20
1.662207393707192E-5,4.5E-6,4.5E-6,0.6851795433059145,0.28435936997687544,11651.973463569737,0.9580809929202416,-0.008587687560277495,0.6851795433059145,0.28420613057000643,11645.694291188123,0.872019742051628,-0.008589526433159923,0.6851795433059145,0.28419828190313934,11645.372682450326,0.5915890633120611,-0.008589620617162329,0.6851795433059145,0.2842351415197802,11646.883050387247,0.35871385892854657,-0.008589178301762637,0.6851795433059145,0.2842991536038043,11649.506023931104,0.17464907515740388,-0.00858841015675435,0.6851795433059145,0.2843858161532806,11653.057128038787,0.07861867485979973,-0.008587370206160632,0.6851795433059145,0.28449298031428816,11657.448310789008,0.15014948739874098,-0.008586084236228541,0.6851795433059145,0.28462098375264827,11662.693408452356,0.24657688048870746,-0.008584548194968221,0.6851795433059145,0.28476080588876057,11668.422791731455,0.3416099254888758,-0.008582870329334873,0.6851795433059145,0.2849170159543263,11674.823690491576,0.4291045872069177,-0.008580995808548084,0.6851795433059145,0.28509099116718706,11681.952537920577,0.5096540891885921,-0.008578908105993755,0.6851795433059145,0.2852773667880152,11689.589507253864,0.5802230250189564,-0.008576671598543818,0.6851795433059145,0.28547262628265907,11697.590504197578,0.6358379486777574,-0.008574328484608092,0.6851795433059145,0.285671704936452,11705.747995865062,0.6748160505634342,-0.008571939540762576,0.6851795433059145,0.2858721137940091,11713.959994261,0.7000570168505362,-0.008569534634471892,0.6851795433059145,0.28607301332171764,11722.192098467356,0.7156930185143227,-0.008567123840139388,0.6851795433059145,0.2862741469047845,11730.433793378685,0.7251581423927942,-0.008564710237142587,0.6851795433059145,0.2864754214657235,11738.681265030997,0.7308208198553849,-0.008562294942411317,0.6851795433059145,0.2866767893698992,11746.932561536756,0.7341886478247727,-0.00855987852756121,0.6851795433059145,0.2868782194974747,11755.186407722531,0.7361858572687194,-0.008557461366030302,0.6851795433059145,0.28707969807808437,11763.442239330725,0.7372056252620982,-0.008555043623062988
1.75E-5,4.5E-6,4.5E-6,0.9999999999999994,0.2833367132725535,11610.068852576715,2.0294578024082943,-0.008599959440729358,0.9999999999999994,0.2838967934699742,11633.018824643215,0.7849771398482372,-0.00859323847836031,0.9999999999999994,0.2841070569682691,11641.634629013188,0.3261567359031498,-0.008590715316380771,0.9999999999999994,0.28429367883552625,11649.2816885955,0.057509768488481584,-0.008588475853973685,0.9999999999999994,0.28447704142258023,11656.795195179575,0.27084296936370666,-0.008586275502929038,0.9999999999999994,0.2846654771683175,11664.51658065422,0.4866561944969782,-0.00858401427398019,0.9999999999999994,0.2848637946022888,11672.642880407186,0.678414393326652,-0.008581634464772536,0.9999999999999994,0.2850761106618227,11681.342790987872,0.8534925916731936,-0.008579086672058128,0.9999999999999994,0.28529705881795436,11690.396412299102,1.0206702811976291,-0.008576435294184547,0.9999999999999994,0.28553115172644805,11699.988655937848,1.1796318430304746,-0.008573626179282624,0.9999999999999994,0.2857805452783803,11710.20786218147,1.3322713449897594,-0.008570633456659435,0.9999999999999994,0.28601109065713043,11719.654741444016,1.4281792450685218,-0.008567866912114435,0.9999999999999994,0.28622917174276147,11728.59088102994,1.4835348792900127,-0.008565249939086863,0.9999999999999994,0.28644065574597444,11737.256697083787,1.515845289096266,-0.008562712131048308,0.9999999999999994,0.28664833862554884,11745.766757440986,1.5352236302525402,-0.008560219936493415,0.9999999999999994,0.28685367593701055,11754.180705271958,1.5470399700927464,-0.008557755888755873,0.9999999999999994,0.2870575453006117,11762.534502141423,1.5542755269171549,-0.008555309456392659,0.9999999999999994,0.28726050109978035,11770.850864589345,1.558690196136844,-0.008552873986802635,0.9999999999999994,0.28746289326443164,11779.144131422589,1.561363964396144,-0.00855044528082682,0.9999999999999994,0.28766494113129404,11787.42329023224,1.5629701372730473,-0.008548020706424471,0.9999999999999994,0.2878667391271492,11795.692210271334,1.5637983615012618,-0.008545599130474209
1.6174781526103813E-5,4.5E-6,4.5E-6,0.4956512155023368,0.2847616595925835,11668.4577732912,0.5413129853177632,-0.008582860084888998,0.4956512155023368,0.2845444492991339,11659.557315481443,0.5037708724258765,-0.008585466608410393,0.4956512155023368,0.2844257592112917,11654.693843762401,0.3897781132245488,-0.008586890889464498,0.4956512155023368,0.2843680154424667,11652.327722111162,0.2632466929738403,-0.0085875838146904,0.4956512155023368,0.284354755613265,11651.784384369199,0.15058692737024776,-0.00858774293264082,0.4956512155023368,0.2843784135843174,11652.753798708975,0.06844341903638962,-0.008587459036988189,0.4956512155023368,0.28443311248943215,11654.995153340384,0.06436955122366932,-0.008586802650126813,0.4956512155023368,0.2845163516850717,11658.405981331738,0.10562533817125991,-0.008585803779779138,0.4956512155023368,0.28461513886277606,11662.453906931114,0.16367711573559646,-0.008584618333646687,0.4956512155023368,0.2847343110574029,11667.337133566129,0.21712986446868776,-0.008583188267311165,0.4956512155023368,0.2848744008392748,11673.077483958035,0.2654285586303776,-0.008581507189928703,0.4956512155023368,0.28503224060222565,11679.545161564542,0.3069768003459987,-0.008579613112773294,0.4956512155023368,0.2852049465110975,11686.621997707976,0.34190988291691493,-0.008577540641866829,0.4956512155023368,0.2853881108231874,11694.127379732552,0.3688859121832144,-0.008575342670121753,0.4956512155023368,0.28557822009925066,11701.917340162016,0.38769328595403635,-0.008573061358808993,0.4956512155023368,0.28577276433057186,11709.88902831504,0.3997610775919066,-0.00857072682803314,0.4956512155023368,0.28597006193240443,11717.973539197046,0.40709613497221153,-0.008568359256811146,0.4956512155023368,0.28616904355144723,11726.127054746803,0.41143090543851896,-0.008565971477382632,0.4956512155023368,0.2863690473809545,11734.322456622325,0.4139686296562362,-0.008563571431428546,0.4956512155023368,0.2865696681760438,11742.54313941822,0.4154557639057741,-0.008561163981887474,0.4956512155023368,0.28677073331521724,11750.782029757189,0.4162087524115352,-0.008558751200217395
1.6117812115520836E-5,4.5E-6,4.5E-6,0.4715119346672853,0.28481289722087444,11670.55729786544,0.48643181780555267,-0.008582245233349509,0.4715119346672853,0.28458753927364494,11661.322979962935,0.46272931053149247,-0.008584949528716261,0.4715119346672853,0.28445473186508297,11655.88103373674,0.36795275599792987,-0.008586543217619005,0.4715119346672853,0.28438493893339056,11653.021182879384,0.2541530180110202,-0.008587380732799315,0.4715119346672853,0.2843618373647737,11652.074567810881,0.1505127225808276,-0.008587657951622715,0.4715119346672853,0.2843774707559119,11652.715165160296,0.06967061209363438,-0.008587470350929055,0.4715119346672853,0.28442548742222495,11654.682706872507,0.052118973218920436,-0.008586894150933302,0.4715119346672853,0.28450302521882337,11657.85991305517,0.08621310628444853,-0.008585963697374119,0.4715119346672853,0.2845965859778886,11661.69367974958,0.13950041216152137,-0.008584840968265336,0.4715119346672853,0.284711040843035,11666.383608031423,0.18845870050850688,-0.008583467509883579,0.4715119346672853,0.2848468148060299,11671.9471124589,0.23249942962043696,-0.008581838222327642,0.4715119346672853,0.28500102009863454,11678.26586319153,0.2705269994389379,-0.008579987758816384,0.4715119346672853,0.28517085346941623,11685.224993568478,0.30299021654433445,-0.008577949758367006,0.4715119346672853,0.2853519908509247,11692.647319629928,0.3285094166207357,-0.008575776109788904,0.4715119346672853,0.2855407883204994,11700.383527181848,0.3465141773305711,-0.008573510540154006,0.4715119346672853,0.28573452310931646,11708.322047436866,0.35812774381919943,-0.008571185722688203,0.4715119346672853,0.2859313321412905,11716.386538570532,0.3651907983330773,-0.008568824014304513,0.4715119346672853,0.28613002171972385,11724.528087398627,0.3693573203510412,-0.008566439739363316,0.4715119346672853,0.2863298518138223,11732.716370252985,0.3717908257247455,-0.008564041778234131,0.4715119346672853,0.2865303695282566,11740.932829192792,0.37321430021662605,-0.00856163556566092,0.4715119346672853,0.2867313820094498,11749.169561806526,0.373934103041887,-0.008559223415886602
1.611393168427778E-5,4.5E-6,4.5E-6,0.47002321018730503,0.2848161686544406,11670.691348862612,0.4833658550430198,-0.008582205976146715,0.47002321018730503,0.2845902620168879,11661.434547702089,0.44260575245571016,-0.008584916855797344,0.47002321018730503,0.28445650737021616,11655.953787234183,0.3444996588662064,-0.008586521911557406,0.47002321018730503,0.2843859450716091,11653.062410625189,0.23361257206090294,-0.008587368659140691,0.47002321018730503,0.28436222564037894,11652.09047787936,0.1340943114210219,-0.008587653292315452,0.47002321018730503,0.28437735816446774,11652.710551587972,0.06166065959275891,-0.008587471702026386,0.47002321018730503,0.28442495778385274,11654.661004291514,0.057129776092442214,-0.008586900506593767,0.47002321018730503,0.2845021387356601,11657.823588321806,0.09602088185111289,-0.008585974335172079,0.47002321018730503,0.2845953716580132,11661.643921505405,0.14763414381010037,-0.00858485554010384,0.47002321018730503,0.2847095295780728,11666.321682098622,0.19516442249156746,-0.008583485645063126,0.47002321018730503,0.2848450308507122,11671.874012704797,0.2381898851459322,-0.008581859629791454,0.47002321018730503,0.28499900368531295,11678.183238186004,0.2747851191455116,-0.008580011955776245,0.47002321018730503,0.28516865758840876,11685.135014654717,0.3056463663442949,-0.008577976108939095,0.47002321018730503,0.28534967162563585,11692.552286533168,0.329554247698917,-0.008575803940492371,0.47002321018730503,0.28553839049528734,11700.285273356967,0.3462685557600513,-0.008573539314056551,0.47002321018730503,0.28573207702678644,11708.221816209278,0.357016263276302,-0.008571215075678562,0.47002321018730503,0.28592885690077285,11716.285112558686,0.3635553329348723,-0.008568853717190725,0.47002321018730503,0.28612752899664184,11724.425945017294,0.36741913734897097,-0.008566469652040299,0.47002321018730503,0.28632734866101744,11732.613800500985,0.3696794973688954,-0.008564071816067791,0.47002321018730503,0.286527860176352,11740.830005425089,0.3710031135537682,-0.008561665677883776,0.47002321018730503,0.28672886948756354,11749.066608144942,0.37167285483398904,-0.008559253566149238
1.5777782330652014E-5,4.5E-6,4.5E-6,0.3654522618306715,0.2850079037377802,11678.547928736489,0.26484482877388993,-0.008579905155146639,0.3654522618306715,0.2847595243797934,11668.370280331954,0.2534586873743116,-0.008582885707442478,0.3654522618306715,0.28457916634618263,11660.979889005142,0.20427428729385633,-0.008585050003845808,0.3654522618306715,0.2844634238661322,11656.237199125557,0.145115996824407,-0.008586438913606411,0.3654522618306715,0.2844010378720596,11653.68085660907,0.08971783924997749,-0.008587187545535285,0.3654522618306715,0.284384100686449,11652.986834684281,0.043692722607858905,-0.008587390791762614,0.3654522618306715,0.28440496870769394,11653.84192741361,0.021351734757433138,-0.008587140375507674,0.3654522618306715,0.28445951848709927,11656.077171436435,0.045234807577213515,-0.00858648577815481,0.3654522618306715,0.2845321347654422,11659.052712380782,0.07417540466139835,-0.008585614382814693,0.3654522618306715,0.28462787538456435,11662.975801510876,0.10081980640952179,-0.008584465495385227,0.3654522618306715,0.2847467163626498,11667.84545614244,0.12486302214182492,-0.008583039403648202,0.3654522618306715,0.2848865762450754,11673.576386122957,0.14604833904348716,-0.008581361085059094,0.3654522618306715,0.28504463355919246,11680.05297815495,0.16398454979216934,-0.008579464397289691,0.3654522618306715,0.28521704171995865,11687.117613705075,0.17799035986142148,-0.008577395499360497,0.3654522618306715,0.28539996713558824,11694.613206654596,0.1880032892211678,-0.008575200394372942,0.3654522618306715,0.2855900098227241,11702.400438521205,0.1945787353546644,-0.008572919882127312,0.3654522618306715,0.2857845866242834,11710.373461279625,0.19861668755199796,-0.008570584960508599,0.3654522618306715,0.28598195169658547,11718.460736846757,0.20099805825758485,-0.008568216579640976,0.3654522618306715,0.2861810009791015,11726.617024990199,0.2023815614646487,-0.008565827988250785,0.3654522618306715,0.28638105860297924,11734.81463115594,0.20318671276403946,-0.008563427296764249,0.3654522618306715,0.2865818372724475,11743.041783047876,0.20359233534204274,-0.008561017952730631
1.5856279307534507E-5,4.5E-6,4.5E-6,0.38783832910806787,0.28496874085618973,11676.943181697254,0.3120838173228054,-0.008580375109725724,0.38783832910806787,0.28472463075941945,11666.940471499987,0.29464062671878577,-0.008583304430886967,0.38783832910806787,0.2845530730292569,11659.910683385437,0.23469442140348526,-0.008585363123648916,0.38783832910806787,0.2844465289736031,11655.544910211582,0.16488636949129154,-0.008586641652316762,0.38783832910806787,0.2843921799854462,11653.317893856087,0.10085647619686115,-0.008587293840174646,0.38783832910806787,0.28438195508647035,11652.89891609726,0.049689917005956076,-0.008587416538962358,0.38783832910806787,0.2844084213679411,11653.983404395998,0.035685013133004845,-0.008587098943584708,0.38783832910806787,0.2844676977736226,11656.412327719583,0.06026191576405459,-0.00858638762671653,0.38783832910806787,0.2845446102932049,11659.563912410684,0.09259221113111114,-0.00858546467648154,0.38783832910806787,0.28464417433698175,11663.643671048872,0.12305711365463723,-0.00858426990795622,0.38783832910806787,0.28476645939987333,11668.654451273627,0.1508423498833119,-0.008582802487201521,0.38783832910806787,0.28490919247845337,11674.503113985615,0.1750301158895864,-0.00858108969025856,0.38783832910806787,0.2850696710653227,11681.07892063417,0.1954829349506924,-0.008579163947216127,0.38783832910806787,0.2852439227867414,11688.219098339996,0.21135945842352102,-0.008577072926559105,0.38783832910806787,0.28542810624855647,11695.766241272802,0.22259347381832376,-0.008574862725017323,0.38783832910806787,0.285618943577556,11703.586034563039,0.2299121532936395,-0.00857257267706933,0.38783832910806787,0.2858140005473156,11711.578732801569,0.23439466127785505,-0.008570231993432213,0.38783832910806787,0.28601164981892524,11719.677653783412,0.23704290754013724,-0.008567860202172898,0.38783832910806787,0.28621086618767533,11727.840788489937,0.23858690652457212,-0.008565469605747897,0.38783832910806787,0.2864110220596445,11736.042420491558,0.2394881409376437,-0.008563067735284265,0.38783832910806787,0.28661185057130273,11744.271614728274,0.23994311880043656,-0.008560657793144369
1.5876831339649846E-5,4.5E-6,4.5E-6,0.3936994360180811,0.28495848725366707,11676.523027775442,0.32776535397893025,-0.008580498152955996,0.3936994360180811,0.2847154949323466,11666.566119796262,0.31310464221834244,-0.008583414060811843,0.3936994360180811,0.284546241292434,11659.630744601718,0.25305158416472856,-0.008585445104490792,0.3936994360180811,0.2844421055628218,11655.363655537094,0.17938132887995273,-0.008586694733246138,0.3936994360180811,0.2843898608188058,11653.222863162522,0.1111169729941595,-0.008587321670174331,0.3936994360180811,0.2843813933267514,11652.875897304744,0.056500040910079666,-0.008587423280078985,0.3936994360180811,0.2844093253414073,11654.02044581595,0.03943404624914718,-0.008587088095903113,0.3936994360180811,0.28446983926958813,11656.500078139645,0.06209901756572201,-0.008586361928764942,0.3936994360180811,0.28454787662851383,11659.697754500521,0.09518950417511539,-0.008585425480457834,0.3936994360180811,0.284648441719075,11663.818532256766,0.12719604968755097,-0.0085842186993711,0.3936994360180811,0.284771628510216,11668.866261900961,0.15649554514975078,-0.008582740457877408,0.3936994360180811,0.2849151138473158,11674.745749327152,0.18207437340179303,-0.00858101863383221,0.3936994360180811,0.2850762263703868,11681.347532288004,0.20386644040260116,-0.008579085283555356,0.3936994360180811,0.2852509607717664,11688.507488396408,0.2209714702548402,-0.008576988470738803,0.3936994360180811,0.2854354736144906,11696.068128115385,0.2331505958583704,-0.008574774316626113,0.3936994360180811,0.28562651899615354,11703.89644661832,0.24109620788041247,-0.008572481772046158,0.3936994360180811,0.28582170168326765,11711.89429627943,0.24595977745327008,-0.008570139579800788,0.3936994360180811,0.2860194253637721,11719.996266256872,0.24883077971249168,-0.008567766895634734,0.3936994360180811,0.28621868547894125,11728.161193526501,0.25050373103946216,-0.008565375774252705,0.3936994360180811,0.2864188670741677,11736.363879570094,0.25147992654361906,-0.008562973595109987,0.3936994360180811,0.28661970863547864,11744.593608532312,0.2519726286826535,-0.008560563496374256
1.5253330899047078E-5,4.5E-6,4.5E-6,0.22341925950609215,0.2851461303205084,11684.211932261465,0.15671011325080994,-0.008578246436153899,0.22341925950609215,0.2848945342228671,11673.902474009774,0.1381884505173478,-0.008581265589325595,0.22341925950609215,0.2846932327322071,11665.653898879162,0.1115813587424664,-0.008583681207213515,0.22341925950609215,0.28454714558645533,11659.667799156807,0.0785359929387481,-0.008585434252962536,0.22341925950609215,0.2844544441565726,11655.869244528147,0.047421203204014314,-0.00858654667012113,0.22341925950609215,0.28441069116706175,11654.07641219498,0.022777648216749942,-0.00858707170599526,0.22341925950609215,0.2844088419201647,11654.000637038449,0.013239102157871897,-0.008587093896958024,0.22341925950609215,0.2844443728937518,11655.45656219894,0.029692500761596317,-0.008586667525274979,0.22341925950609215,0.28449986698637575,11657.730500612477,0.046865513683680554,-0.008586001596163491,0.22341925950609215,0.28458066735625265,11661.041394731175,0.0624658431964268,-0.00858503199172497,0.22341925950609215,0.2846863745895347,11665.372878083417,0.07654746281779871,-0.008583763504925585,0.22341925950609215,0.28481459094530726,11670.626700298524,0.08837084684268143,-0.008582224908656313,0.22341925950609215,0.2849626232087112,11676.692503599028,0.09832115626057465,-0.008580448521495466,0.22341925950609215,0.28512694293843177,11683.42570578048,0.10614576592344077,-0.00857847668473882,0.22341925950609215,0.2853039128597523,11690.67726505649,0.11175949766977657,-0.008576353045682973,0.22341925950609215,0.28548997916181795,11698.301559674637,0.11544457883332379,-0.008574120250058185,0.22341925950609215,0.2856821045410177,11706.17413239941,0.11770401858161028,-0.008571814745507788,0.22341925950609215,0.2858780308895993,11714.202454499973,0.11903555656662484,-0.00856946362932481,0.22341925950609215,0.2860762514085602,11722.324783041688,0.11980965270803903,-0.00856708498309728,0.22341925950609215,0.2862758304300834,11730.502777889766,0.12026081923866205,-0.008564690034839001,0.22341925950609215,0.28647636956739136,11738.720114658057,0.12048856508882337,-0.008562283565191304
1.5063900571079208E-5,4.5E-6,4.5E-6,0.19158661697344484,0.28515732428192003,11684.670618540487,0.17372609494737057,-0.008578112108616958,0.19158661697344484,0.28491103521614924,11674.57862241966,0.12669030654108032,-0.008581067577406207,0.19158661697344484,0.2847089131599895,11666.296423612677,0.10035280220482298,-0.008583493042080125,0.19158661697344484,0.2845604794853802,11660.214171996395,0.06715619113409238,-0.008585274246175436,0.19158661697344484,0.2844647024932728,11656.289592438681,0.037004304092825735,-0.008586423570080727,0.19158661697344484,0.28441795439490086,11654.374031851574,0.018330518527854597,-0.00858698454726119,0.19158661697344484,0.2844135160520854,11654.192165318702,0.0249411663377214,-0.008587037807374975,0.19158661697344484,0.2844469256527722,11655.561164626382,0.04306951639931619,-0.008586636892166731,0.19158661697344484,0.2845005511171778,11657.758533710003,0.06106483273733541,-0.008585993386593865,0.19158661697344484,0.28457979101018077,11661.005485377542,0.07752215953490782,-0.008585042507877831,0.19158661697344484,0.28468420230315594,11665.283865988466,0.09254938012014588,-0.008583789572362128,0.19158661697344484,0.28481088937323534,11670.475023849249,0.10374343950454157,-0.008582269327521177,0.19158661697344484,0.2849576317761216,11676.48797353524,0.11296680879493087,-0.008580508418686541,0.19158661697344484,0.2851209017330599,11683.178159991196,0.12031762986901343,-0.008578549179203282,0.19158661697344484,0.2852970335430305,11690.39537662814,0.12557586099440457,-0.008576435597483634,0.19158661697344484,0.28548249866364195,11697.995037099881,0.12898902455780292,-0.008574210016036296,0.19158661697344484,0.28567424261342333,11705.85198028707,0.13106710165700852,-0.008571909088638918,0.19158661697344484,0.28586994709164437,11713.871210977864,0.13229192746691742,-0.008569560634900266,0.19158661697344484,0.28606804325028046,11721.988443702954,0.1330068945223383,-0.008567183480996634,0.19158661697344484,0.2862675523251972,11730.163572403162,0.13342532042830552,-0.008564789372097634,0.19158661697344484,0.2864680572172022,11738.379505928226,0.1336372625435175,-0.008562383313393575
