% Model,FULLCELL_NFM_charge_1C_strain_high.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:30"
% Dimension,3
% Nodes,11
% Expressions,30
% Description,"因变量 cPos, 因变量 cNeg, 因变量 cPos, von Mises 应力, "
% Length unit,m
% X,Y,Z,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=0,xPos (1) @ t=0,cPos (mol/m^3) @ t=0,solid.mises (MPa) @ t=0,epsilonChemPos (1) @ t=0,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=953.33,xPos (1) @ t=953.33,cPos (mol/m^3) @ t=953.33,solid.mises (MPa) @ t=953.33,epsilonChemPos (1) @ t=953.33,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=1906.7,xPos (1) @ t=1906.7,cPos (mol/m^3) @ t=1906.7,solid.mises (MPa) @ t=1906.7,epsilonChemPos (1) @ t=1906.7,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2383.3,xPos (1) @ t=2383.3,cPos (mol/m^3) @ t=2383.3,solid.mises (MPa) @ t=2383.3,epsilonChemPos (1) @ t=2383.3,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2860,xPos (1) @ t=2860,cPos (mol/m^3) @ t=2860,solid.mises (MPa) @ t=2860,epsilonChemPos (1) @ t=2860,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=3552.2,xPos (1) @ t=3552.2,cPos (mol/m^3) @ t=3552.2,solid.mises (MPa) @ t=3552.2,epsilonChemPos (1) @ t=3552.2
1.662207393707192E-5,4.5E-6,4.5E-6,0.6851795433059145,1,40976.22478386167,0,-7.043508005022851E-19,0.6851795433059145,0.8081577684439821,33115.254380584636,1.5973880967150254,-0.003836844631120358,0.6851795433059145,0.6160015868976227,25241.41949193249,1.59679642462602,-0.007679968262047544,0.6851795433059145,0.5199361706250064,21305.021400790512,1.5968087236141197,-0.009601276587499874,0.6851795433059145,0.4238702989159655,17368.60464758324,1.596824442632688,-0.011522594021680693,0.6851795433059145,0.2843593480544396,11651.972565271073,1.5968146717099456,-0.014312813038911208
1.75E-5,4.5E-6,4.5E-6,0.9999999999999994,1.0000000000000007,40976.2247838617,1.0373992580494027E-27,1.3322676295501824E-17,0.9999999999999994,0.8071532815334436,33074.09429914597,3.374619794648911,-0.0038569343693311284,0.9999999999999994,0.6149799817820659,25199.557971077087,3.3821071613657,-0.007700400364358681,0.9999999999999994,0.5189142354790816,21263.146356536574,3.3822466101177646,-0.00962171529041837,0.9999999999999994,0.4228477427527933,17326.70415638697,3.3825049617437495,-0.011543045144944135,0.9999999999999994,0.2833366832204275,11610.067621154045,3.3825119473421794,-0.014333266335591451
1.6174781526103813E-5,4.5E-6,4.5E-6,0.4956512155023368,0.9999999999999987,40976.22478386162,2.3150283619583353E-27,-2.6337915553689784E-17,0.4956512155023368,0.8085519365825841,33131.40590283463,0.9039972113609311,-0.0038289612683483176,0.4956512155023368,0.6164034030338608,25257.884400252762,0.902206485679687,-0.007671931939322783,0.4956512155023368,0.5203381601522598,21321.49341402001,0.9022036614775605,-0.009593236796954806,0.4956512155023368,0.42427258902308673,17385.088977440962,0.9021937065121013,-0.011514548219538267,0.4956512155023368,0.2847616480668973,11668.457301012093,0.9021884484059064,-0.014304767038662052
1.6117812115520836E-5,4.5E-6,4.5E-6,0.4715119346672853,0.9999999999999984,40976.22478386161,2.6098820148029778E-27,-2.960273525400369E-17,0.4715119346672853,0.8086021398187136,33133.463041923154,0.8127206855222509,-0.003827957203625728,0.4715119346672853,0.6164545803574256,25259.98145376699,0.8107381243482648,-0.007670908392851487,0.4715119346672853,0.5203893595597762,21323.591372451203,0.8107333898364972,-0.009592212808804476,0.4715119346672853,0.4243238267139665,17387.18850457986,0.8107203026476151,-0.011513523465720672,0.4715119346672853,0.2848128870193706,11670.556879846326,0.8107156865556249,-0.014303742259612588
1.611393168427778E-5,4.5E-6,4.5E-6,0.47002321018730503,0.9999999999999984,40976.2247838616,2.6247219765084873E-27,-2.98066479023115E-17,0.47002321018730503,0.8086053407439242,33133.594203754095,0.807605663939234,-0.0038278931851215173,0.47002321018730503,0.6164578476560821,25260.115335331175,0.8056472031336488,-0.007670843046878357,0.47002321018730503,0.520392628355978,21323.72531537914,0.8056396723958263,-0.00959214743288044,0.47002321018730503,0.4243270981200632,17387.322554451435,0.8056227877266731,-0.011513458037598737,0.47002321018730503,0.28481615853270764,11670.69093411221,0.8056192837739939,-0.014303676829345847
1.5777782330652014E-5,4.5E-6,4.5E-6,0.3654522618306715,0.9999999999999989,40976.224783861624,2.065066500067744E-27,-2.2602095775300064E-17,0.3654522618306715,0.8087912400316937,33141.2116547569,0.44328689314930925,-0.003824175199366127,0.3654522618306715,0.616649233560709,25267.957607179625,0.4414562347981482,-0.007667015328785821,0.3654522618306715,0.5205841420758486,21331.572824613748,0.4414441958291684,-0.009588317158483031,0.3654522618306715,0.42451883241459076,17395.179102002774,0.44142048590536714,-0.011509623351708185,0.3654522618306715,0.28500789902471113,11678.547735612712,0.44141758717954127,-0.014299842019505777
1.5856279307534507E-5,4.5E-6,4.5E-6,0.38783832910806787,0.9999999999999987,40976.22478386162,2.3050639334997996E-27,-2.678518167115906E-17,0.38783832910806787,0.8087534286082332,33139.662285369785,0.5220678596573497,-0.0038249314278353376,0.38783832910806787,0.6166101522713346,25266.35620348138,0.5201881559071522,-0.007667796954573309,0.38783832910806787,0.5205450306733235,21329.970186992265,0.5201763470366209,-0.009589099386533535,0.38783832910806787,0.42447966930495623,17393.574345619156,0.52015283122053,-0.011510406613900877,0.38783832910806787,0.2849687348743005,11676.942936582018,0.5201493278115632,-0.01430062530251399
1.5876831339649846E-5,4.5E-6,4.5E-6,0.3936994360180811,0.9999999999999987,40976.22478386162,2.3678999197426544E-27,-2.78803947492576E-17,0.3936994360180811,0.8087435288436797,33139.256630392134,0.5482975580844189,-0.0038251294231264046,0.3936994360180811,0.616599920031238,25265.936924911133,0.5463232194168102,-0.007668001599375243,0.3936994360180811,0.5205347905490192,21329.550585356967,0.5463088691557345,-0.009589304189019616,0.3936994360180811,0.4244694156427272,17393.154189250803,0.5462821781489839,-0.011510611687145457,0.3936994360180811,0.2849584809395762,11676.522769047835,0.5462811395679981,-0.014300830381208477
1.5253330899047078E-5,4.5E-6,4.5E-6,0.22341925950609215,0.999999999999999,40976.224783861624,3.7141493810807304E-27,-2.1891769990543014E-17,0.22341925950609215,0.8089205634163841,33146.510838837785,0.2619803041357802,-0.003821588731672318,0.22341925950609215,0.6167869012728617,25273.598710298276,0.26122233720398286,-0.007664261974542767,0.22341925950609215,0.5207220128995282,21337.22225047599,0.2612124518844986,-0.009585559742009437,0.22341925950609215,0.4246570525745889,17400.842842348517,0.26119559728173036,-0.011506858948508222,0.22341925950609215,0.28514612889499297,11684.211873849225,0.2611912949386634,-0.01429707742210014
1.5063900571079208E-5,4.5E-6,4.5E-6,0.19158661697344484,0.9999999999999981,40976.22478386159,5.509882018614517E-27,-3.7496300318022143E-17,0.19158661697344484,0.8089285704421798,33146.83893652664,0.28978985353707903,-0.0038214285911564033,0.19158661697344484,0.6167978938842581,25274.049146013815,0.2895672102624438,-0.007664042122314837,0.19158661697344484,0.5207330776850071,21337.67564361295,0.2895606232194648,-0.009585338446299857,0.19158661697344484,0.42466824203903253,17401.301344358773,0.28955095561490385,-0.011506635159219349,0.19158661697344484,0.28515732255048876,11684.670547592974,0.2895502001464831,-0.014296853548990221
