target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000002,1,2.220446049250313E-16
0.25,0.8,1.0000000000000002,1,0.20000000000000018
0.5,0.6,0.29552488949790756,2,0.3044751105020924
0.75,0.3999999999999999,0.29552488949790756,2,0.10447511050209235
1.0,0.19999999999999996,0.21557354167253603,3,0.015573541672536079
