target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000002,1,2.220446049250313E-16
0.25,0.8,0.8078704226776212,2,0.00787042267762117
0.5,0.6,0.6157408453553613,3,0.015740845355361355
0.75,0.3999999999999999,0.42361126803298244,5,0.023611268032982524
1.0,0.19999999999999996,0.28382281600170417,6,0.08382281600170421
