% Model,FULLCELL_NFM_charge_1C_radius_low.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:34"
% Dimension,3
% Nodes,10
% Expressions,30
% Description,"因变量 cPos, 因变量 cNeg, 因变量 cPos, von Mises 应力, "
% Length unit,m
% X,Y,Z,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=0,xPos (1) @ t=0,cPos (mol/m^3) @ t=0,solid.mises (MPa) @ t=0,epsilonChemPos (1) @ t=0,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=953.33,xPos (1) @ t=953.33,cPos (mol/m^3) @ t=953.33,solid.mises (MPa) @ t=953.33,epsilonChemPos (1) @ t=953.33,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=1906.7,xPos (1) @ t=1906.7,cPos (mol/m^3) @ t=1906.7,solid.mises (MPa) @ t=1906.7,epsilonChemPos (1) @ t=1906.7,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2383.3,xPos (1) @ t=2383.3,cPos (mol/m^3) @ t=2383.3,solid.mises (MPa) @ t=2383.3,epsilonChemPos (1) @ t=2383.3,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=2860,xPos (1) @ t=2860,cPos (mol/m^3) @ t=2860,solid.mises (MPa) @ t=2860,epsilonChemPos (1) @ t=2860,sqrt((x-x_pos_center)^2+(y-y_pos_center)^2+(z-z_pos_center)^2)/Rp_pos (1) @ t=3685.4,xPos (1) @ t=3685.4,cPos (mol/m^3) @ t=3685.4,solid.mises (MPa) @ t=3685.4,epsilonChemPos (1) @ t=3685.4
1.3988806574337089E-5,3.825E-6,3.825E-6,0.5970904480520194,0.9999999999999996,40976.22478386166,3.2472740698608506E-28,-4.668486038410678E-18,0.5970904480520194,0.8081514992448435,33114.99749247152,0.46516945439328716,-0.0023021820090618783,0.5970904480520194,0.6159596451276053,25239.700876536423,0.46501955982813015,-0.0046084842584687355,0.5970904480520194,0.5198654914464198,21302.125234881216,0.4650048815857132,-0.0057616141026429635,0.5970904480520194,0.42377104652620334,17364.537659350008,0.46498129811514555,-0.006914747441685559,0.5970904480520194,0.25738099088061517,10546.501337417138,0.46498475934229166,-0.008911428109432616
1.4875E-5,3.825E-6,3.825E-6,1,1.000000000000001,40976.22478386172,1.0373992580494056E-27,1.332267629550185E-17,1,0.8072693201522098,33078.84912367214,1.5314553789159009,-0.0023127681581734828,1,0.615074613789179,25203.4356334723,1.532364859532339,-0.004619104634529851,1,0.5189802284512909,21265.850499399978,1.5324895060882773,-0.005772237258584509,1,0.42288531561830667,17328.24375057002,1.532691472329394,-0.00692537621258032,1,0.2564950723560546,10510.199740814558,1.5326500774236342,-0.008922059131727346
1.3753381235459158E-5,3.825E-6,3.825E-6,0.5271001109668194,0.9999999999999996,40976.22478386165,4.066410816497108E-28,-5.510059319479337E-18,0.5271001109668194,0.8082732150906967,33119.984948330966,0.3960430850786586,-0.0023007214189116397,0.5271001109668194,0.616082174532311,25244.72166896627,0.39600610202504466,-0.004607013905612269,0.5271001109668194,0.5199880967643843,21307.149137949826,0.3960043322429449,-0.005760142838827388,0.5271001109668194,0.4238937839835669,17369.566976992337,0.39600013026831654,-0.006913274592197199,0.5271001109668194,0.25750373736181514,10551.531024822216,0.39599750834744063,-0.008909955151658218
1.3965011901916843E-5,3.825E-6,3.825E-6,0.589689596707973,0.9999999999999996,40976.22478386165,3.2940846310825403E-28,-4.716578762559332E-18,0.589689596707973,0.8081642564960017,33115.520236462595,0.5235571471710397,-0.0023020289220479816,0.589689596707973,0.615972483642163,25240.226950394826,0.5235778620852619,-0.004608330196294045,0.589689596707973,0.5198783374856065,21302.651617070518,0.5235847343637694,-0.005761459950172721,0.589689596707973,0.4237839056862765,17365.064579183698,0.5235968562052219,-0.006914593131764682,0.589689596707973,0.25739385102078655,10547.028297411554,0.5235956091383996,-0.008911273787750562
1.3968048179026826E-5,3.825E-6,3.825E-6,0.590587571590642,0.9999999999999996,40976.22478386165,3.28300402373264E-28,-4.705194652248102E-18,0.590587571590642,0.808162693260897,33115.45618098956,0.5092737054529524,-0.002302047680869236,0.590587571590642,0.6159709099007742,25240.162464413927,0.5092808931213402,-0.004608349081190709,0.590587571590642,0.5198767627630423,21302.58709088475,0.5092863822323088,-0.005761478846843492,0.590587571590642,0.4237823292561469,17364.999983028352,0.5092962231833689,-0.006914612048926237,0.590587571590642,0.25739227447525304,10546.963696527388,0.5092953110123479,-0.008911292706296963
1.2944182918101049E-5,3.825E-6,3.825E-6,0.27670059120652546,0.9999999999999986,40976.22478386161,1.3272711452308585E-27,-1.743122792215576E-17,0.27670059120652546,0.8085291659809293,33130.472849542755,0.1446866445068069,-0.002297650008228849,0.27670059120652546,0.6163409562675886,25255.325567520966,0.1447130802719114,-0.0046039085247889374,0.27670059120652546,0.5202471407805592,21317.763783785525,0.1447172144847343,-0.005757034310633288,0.27670059120652546,0.4241532783497763,17380.200076472283,0.1447221971707041,-0.006910160659802685,0.27670059120652546,0.25776325033434316,10562.164886718852,0.1447181133256723,-0.008906840995987883
1.360504135078961E-5,3.825E-6,3.825E-6,0.47130843277151485,0.9999999999999992,40976.22478386163,6.791158037876007E-28,-8.936623106003183E-18,0.47130843277151485,0.8083294804969078,33122.29049226342,0.35315268389710286,-0.0023000462340371057,0.47130843277151485,0.616138959842326,25247.048516593874,0.3531373248128665,-0.0046063324818920864,0.47130843277151485,0.5200449304338435,21309.477967164876,0.35313772117927983,-0.005759460834793879,0.47130843277151485,0.4239507004412878,17371.89919855781,0.3531363247112758,-0.006912591594704546,0.47130843277151485,0.2575606567165019,10553.863365094414,0.35313169135078815,-0.008909272119401975
1.3736471208762571E-5,3.825E-6,3.825E-6,0.5207401305082148,0.9999999999999994,40976.224783861646,4.37701877171838E-28,-5.900670955970452E-18,0.5207401305082148,0.8082796290738493,33120.24776914638,0.39653904665969203,-0.0023006444511138088,0.5207401305082148,0.6160886477819733,25244.98691829951,0.39652044732420477,-0.004606936226616323,0.5207401305082148,0.5199945755267883,21307.414613174416,0.3965204654742046,-0.005760065093678539,0.5207401305082148,0.42390027218343085,17369.832838928407,0.39651790872218556,-0.006913196733798831,0.5207401305082148,0.2575102258919192,10551.796900290276,0.3965123007142603,-0.008909877289296968
1.285182315846778E-5,3.825E-6,3.825E-6,0.25576438950795477,0.9999999999999984,40976.22478386161,1.3968017214629847E-27,-1.7998850024129077E-17,0.25576438950795477,0.8085495811322322,33131.30938537155,0.12372448048683153,-0.002297405026413214,0.25576438950795477,0.6163616923913033,25256.17525558745,0.12375760761856991,-0.004603659691304361,0.25576438950795477,0.5202679065595112,21318.61468701167,0.1237617418753548,-0.005756785121285865,0.25576438950795477,0.42417409518278204,17381.05307170081,0.12376645898744586,-0.0069099108578066165,0.25576438950795477,0.25778406955759126,10563.01797989049,0.12376286880211254,-0.008906591165308907
1.2750000000000002E-5,3.825E-6,3.825E-6,0.2657508292478971,0.9999999999999983,40976.2247838616,1.5809430792130186E-27,-1.9471394201984226E-17,0.2657508292478971,0.8085427302128261,33131.02866055798,0.13673334935932413,-0.002297487237446086,0.2657508292478971,0.616355224174542,25255.910212483494,0.1367177741581444,-0.0046037373099054955,0.2657508292478971,0.5202614735621336,21318.351087065093,0.13671714092000598,-0.005756862317254396,0.2657508292478971,0.4241677226975492,17380.79195131348,0.13671359500579358,-0.006909987327629412,0.2657508292478971,0.2577776998457362,10562.756973145708,0.13670980585003703,-0.008906667601851168
