time_s,cell_voltage_V,specific_capacity_mAh_g,average_positive_xNa,positive_desodiation_fraction,surface_positive_xNa,center_positive_xNa,surface_center_delta_xNa,maximum_von_mises_Pa,average_von_mises_Pa,stress_stddev_Pa,mass_balance_relative_error,negative_capacity_ratio,average_electrolyte_concentration_mol_m3,quantitative_ready
3562.0138153185585,4.283475621650009,173.15344935576326,0.2806188549725206,0.8992264312843492,0.28016177832650047,0.28130443914195563,-0.0011426608154551654,964930.1760416797,518108.3096224529,222646.6871920051,2.4123416018329344E-4,1.0168673850566228,1000.0235701255954,0.0
