target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000002,1,2.220446049250313E-16
0.25,0.8,0.999992610405036,3,0.1999926104050359
0.5,0.6,0.999992610405036,3,0.399992610405036
0.75,0.3999999999999999,0.999992610405036,3,0.599992610405036
1.0,0.19999999999999996,0.999992610405036,3,0.799992610405036
