target_voltage_V,actual_voltage_V,solution_level,absolute_error_V
2.7,2.7000086099631213,1,8.609963121131159E-6
3.3,2.7000086099631213,1,0.5999913900368785
3.7,4.084558199356754,2,0.3845581993567535
4.0,4.084558199356754,2,0.08455819935675368
4.3,4.30747528973697,3,0.00747528973696987
