target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000002,1,2.220446049250313E-16
0.25,0.8,0.8079952921064385,2,0.007995292106438456
0.5,0.6,0.6159905842127202,3,0.01599058421272026
0.75,0.3999999999999999,0.4239858763191532,5,0.023985876319153276
1.0,0.19999999999999996,0.28449621356192056,6,0.08449621356192061
