target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0000000000000007,1,6.661338147750939E-16
0.25,0.8,0.8079862909216294,2,0.007986290921629391
0.5,0.6,0.6159725818429116,3,0.015972581842911615
0.75,0.3999999999999999,0.42395887276440836,5,0.023958872764408445
1.0,0.19999999999999996,0.28261572790976813,6,0.08261572790976818
