target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,0.9485060289698478,3,0.051493971030152186
0.25,0.8,0.9213398359757506,2,0.1213398359757506
0.5,0.6,0.9213398359757506,2,0.32133983597575067
0.75,0.3999999999999999,0.21686471912733885,1,0.18313528087266107
1.0,0.19999999999999996,0.21686471912733885,1,0.01686471912733889
