target_voltage_V,actual_voltage_V,solution_level,absolute_error_V
2.7,2.70002711957099,1,2.7119570989775355E-5
3.3,3.4359537687102546,3,0.13595376871025477
3.7,3.617495851473082,4,0.08250414852691801
4.0,3.818682921292593,5,0.1813170787074072
4.3,4.297120275322166,6,0.002879724677834261
