target_voltage_V,actual_voltage_V,solution_level,absolute_error_V
2.7,2.7000271195710512,1,2.7119571051059665E-5
3.3,3.435953768710247,3,0.13595376871024722
3.7,3.6174958514730737,4,0.08250414852692645
4.0,3.818682921292569,5,0.1813170787074312
4.3,4.297120275340592,6,0.0028797246594081116
