time_s,cell_voltage_V,specific_capacity_mAh_g,average_positive_xNa,positive_desodiation_fraction,surface_positive_xNa,center_positive_xNa,surface_center_delta_xNa,maximum_von_mises_Pa,average_von_mises_Pa,stress_stddev_Pa,mass_balance_relative_error,negative_capacity_ratio,average_electrolyte_concentration_mol_m3,quantitative_ready
3418.4366769617263,4.286702749900815,166.17400513008388,0.3113148326435482,0.8608564591955647,0.3102872008630128,0.31285626993204496,-0.0025690690690321483,2890609.799308651,1586953.604625423,686141.327353882,4.4957030119893964E-4,1.0147289972202618,1000.0311965441061,0.0
