time_s,cell_voltage_V,specific_capacity_mAh_g,average_positive_xNa,positive_desodiation_fraction,surface_positive_xNa,center_positive_xNa,surface_center_delta_xNa,maximum_von_mises_Pa,average_von_mises_Pa,stress_stddev_Pa,mass_balance_relative_error,negative_capacity_ratio,average_electrolyte_concentration_mol_m3,quantitative_ready
3552.400565897981,4.2820689374379315,172.68613862004074,0.2825603382828808,0.896799577146399,0.28210326164902755,0.28324592245713615,-0.0011426608081085976,964928.6008941899,518108.2894928176,222646.6626502665,2.4058520407508447E-4,1.0168673850566228,1000.0235698277224,0.0
