target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0,1,0.0
0.25,0.8,0.8078124988129871,2,0.007812498812987068
0.5,0.6,0.6156249976260274,3,0.015624997626027426
0.75,0.3999999999999999,0.42343749643908535,5,0.023437496439085437
1.0,0.19999999999999996,0.25704747458868643,6,0.057047474588686475
