target_desodiation_fraction,target_average_xNa,actual_average_xNa,solution_level,absolute_xNa_error
0.0,1.0,1.0,1,0.0
0.25,0.8,0.8078704226775811,2,0.00787042267758109
0.5,0.6,0.6157408453552702,3,0.015740845355270205
0.75,0.3999999999999999,0.4236112680328998,5,0.023611268032899868
1.0,0.19999999999999996,0.28410034687369173,6,0.08410034687369178
